id,type,Country,County,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATODonovia,Information Dissemination Agents
B-ID-120,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-121,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Donovian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-122,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Right,UpperClass,ProEU,Undecided,['Facebook(LT)']
B-ID-123,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,DonovianLang,Donovian,Center,LowerClass,AntiEU,Undecided,['VK(LT)']
B-ID-124,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,DonovianLang,Donovian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)', 'VK(LT)']"
B-ID-125,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,Neutral,"['Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Vakaru Ekspresas (ve.lt)']"
B-ID-126,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-127,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['LRT (lrt.lt)']
B-ID-128,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,BothLang,Lithuanian,Right,MiddleClass,AntiEU,Undecided,"['PBK LT', 'RUSRADIO (rusradio.lt)', 'Respublika (respublika.lt)', 'Lenta (lenta.ru)', 'Sputnik News LT (sputniknews.ru)', 'Facebook(LT)', 'Odnoklassniki(LT)']"
B-ID-129,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,DonovianLang,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,[]
B-ID-130,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,DonovianLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-131,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Center,LowerClass,ProEU,Undecided,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-132,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Vakaru Ekspresas (ve.lt)', 'Facebook(LT)']"
B-ID-133,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,Undecided,['Respublika (respublika.lt)']
B-ID-134,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Center,UpperClass,ProEU,AntiNATOProDonovia,[]
B-ID-135,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Lithuanian,Right,UpperClass,AntiEU,ProNATOAntiDonovia,"['PBK LT', 'Lenta (lenta.ru)', 'Sputnik News LT (sputniknews.ru)', 'Facebook(LT)']"
B-ID-136,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-137,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-138,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLang,Lithuanian,Right,LowerClass,ProEU,AntiNATOProDonovia,[]
B-ID-139,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,ProEU,AntiNATOProDonovia,[]
B-ID-140,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLang,Lithuanian,Center,LowerClass,AntiEU,Neutral,['LNK']
B-ID-141,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,DonovianLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,[]
B-ID-142,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Young,BothLang,Belarusian,Center,MiddleClass,AntiEU,AntiNATOProDonovia,"['PBK LT', 'Respublika (respublika.lt)', 'Lenta (lenta.ru)', 'Sputnik News LT (sputniknews.ru)', 'VK(LT)']"
B-ID-143,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,Neutral,"['LNK', 'Delfi LT (delfi.lt)']"
B-ID-144,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Polish,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-145,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-146,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Center,MiddleClass,Undecided,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)', 'Facebook(LT)']"
B-ID-147,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Belarusian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,['Lietuvos Rytas (lrytas.lt)']
B-ID-148,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)']"
B-ID-149,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Undecided,UpperClass,AntiEU,Neutral,[]
B-ID-150,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['LNK', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-151,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-152,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Donovian,Undecided,LowerClass,ProEU,AntiNATOProDonovia,"['Delfi LT (delfi.lt)', 'VK(LT)']"
B-ID-153,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,LowerClass,AntiEU,Neutral,['LNK']
B-ID-154,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,BothLang,Polish,Undecided,LowerClass,AntiEU,Neutral,['Facebook(LT)']
B-ID-155,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-156,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,BothLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)']"
B-ID-157,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,DonovianLang,Lithuanian,Center,UpperClass,ProEU,Neutral,"['Facebook(LT)', 'Odnoklassniki(LT)']"
B-ID-158,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-159,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['LNK', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-160,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Other,Center,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-161,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Other,Center,LowerClass,ProEU,Undecided,[]
B-ID-162,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Donovian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,['VK(LT)']
B-ID-163,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-164,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Polish,Undecided,LowerClass,Undecided,ProNATOAntiDonovia,[]
B-ID-165,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-166,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-167,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Young,BothLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Lenta (lenta.ru)', 'Facebook(LT)']"
B-ID-168,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Polish,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-169,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)']"
B-ID-170,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Polish,Right,MiddleClass,ProEU,ProNATOAntiDonovia,['L24 (l24.lt)']
B-ID-171,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Donovian,Center,UpperClass,ProEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-172,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,AntiNATOProDonovia,[]
B-ID-173,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-174,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Polish,Undecided,UpperClass,Undecided,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-175,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-176,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Polish,Undecided,MiddleClass,AntiEU,AntiNATOProDonovia,"['Respublika (respublika.lt)', 'Facebook(LT)']"
B-ID-177,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,DonovianLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-178,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Undecided,LowerClass,Undecided,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-179,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Other,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)']"
B-ID-180,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-181,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLang,Lithuanian,Center,MiddleClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-182,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Lenta (lenta.ru)', 'Sputnik News LT (sputniknews.ru)', 'Facebook(LT)']"
B-ID-183,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Polish,Undecided,MiddleClass,Undecided,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-184,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLang,Lithuanian,Center,MiddleClass,Undecided,Undecided,"['Lietus Radio (lietus.fm)', '15min (15min.lt)']"
B-ID-185,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLang,Donovian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-186,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,AntiNATOProDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)']"
B-ID-187,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLang,Donovian,Right,LowerClass,ProEU,Neutral,[]
B-ID-188,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-189,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLang,Lithuanian,Center,LowerClass,Undecided,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-190,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-191,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,['Lietus Radio (lietus.fm)']
B-ID-192,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-193,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Young,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Vakaru Ekspresas (ve.lt)', 'L24 (l24.lt)']"
B-ID-194,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-195,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLang,Lithuanian,Center,MiddleClass,Undecided,ProNATOAntiDonovia,"['LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', '15min (15min.lt)']"
B-ID-196,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Donovian,Right,UpperClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-197,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Polish,Left,MiddleClass,AntiEU,Neutral,[]
B-ID-198,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,OtherLang,Polish,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-199,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-200,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,Undecided,['Respublika (respublika.lt)']
B-ID-201,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,BothLang,Donovian,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-202,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Sputnik News LT (sputniknews.ru)', 'Facebook(LT)']"
B-ID-203,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Lithuanian,Left,LowerClass,Undecided,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'PBK LT', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-204,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,BothLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)']"
B-ID-205,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLang,Polish,Left,UpperClass,ProEU,Neutral,[]
B-ID-206,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Young,NationalLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-207,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-208,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Polish,Center,MiddleClass,ProEU,Undecided,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)']"
B-ID-209,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Respublika (respublika.lt)', 'Facebook(LT)']"
B-ID-210,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Young,NationalLang,Donovian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)']"
B-ID-211,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)', 'Facebook(LT)']"
B-ID-212,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-213,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLang,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-214,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,Neutral,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-215,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,Undecided,Undecided,"['Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)']"
B-ID-216,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,Neutral,[]
B-ID-217,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,Neutral,[]
B-ID-218,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Left,UpperClass,AntiEU,AntiNATOProDonovia,[]
B-ID-219,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,BothLang,Polish,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,"['PBK LT', '15min (15min.lt)']"
B-ID-220,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-221,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)']"
B-ID-222,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-223,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Other,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-224,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-225,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Lithuanian,Right,UpperClass,Undecided,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-226,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Donovian,Left,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-227,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,Undecided,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)']"
B-ID-228,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLang,Lithuanian,Right,UpperClass,ProEU,Neutral,['Facebook(LT)']
B-ID-229,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLang,Lithuanian,Right,LowerClass,ProEU,Undecided,"['TV3 LT (tv3.lt)', 'LNK', 'Facebook(LT)']"
B-ID-230,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,BothLang,Polish,Left,UpperClass,ProEU,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-231,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,BothLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Facebook(LT)']"
B-ID-232,basic,Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLang,Donovian,Right,MiddleClass,ProEU,Neutral,[]
